40920	8.326976	0.953952	3
14488	7.153469	1.673904	1
26052	1.441871	0.805124	2
75136	13.147394	0.428964	2
38344	1.669788	0.134296	2
72993	10.14174	1.032955	2
35948	6.830792	1.213192	3
42666	13.276369	0.54388	3
67497	8.631577	0.749278	2
35483	12.273169	1.508053	3
50242	3.723498	0.831917	2
63275	8.385879	1.669485	2
5569	4.875435	0.728658	1
51052	4.680098	0.625224	2
77372	15.29957	0.331351	2
43673	1.889461	0.191283	2
61364	7.516754	1.269164	2
69673	14.239195	0.261333	2
15669	0	1.250185	1
28488	10.528555	1.304844	3
6487	3.540265	0.822483	1
37708	2.991551	0.83392	2
22620	5.297865	0.638306	1
28782	6.593803	0.187108	3
19739	2.81676	1.686209	1
36788	12.458258	0.649617	3
5741	0	1.656418	1
28567	9.968648	0.731232	3
6808	1.364838	0.640103	1
41611	0.230453	1.151996	2
36661	11.865402	0.88281	3
43605	0.12046	1.352013	2
15360	8.545204	1.340429	3
63796	5.856649	0.160006	2
10743	9.665618	0.778626	1
70808	9.778763	1.084103	2
72011	4.932976	0.632026	2
5914	2.216246	0.587095	1
14851	14.305636	0.632317	3
33553	12.591889	0.686581	3
44952	3.424649	1.004504	2
17934	0	0.147573	1
27738	8.533823	0.205324	3
29290	9.829528	0.23862	3
42330	11.492186	0.263499	3
36429	3.570968	0.832254	2
39623	1.771228	0.207612	2
32404	3.513921	0.991854	2
27268	4.398172	0.975024	2
5477	4.276823	1.174874	1
14254	5.946014	1.614244	1
68613	13.79897	0.724375	2
41539	10.393591	1.663724	3
7917	3.007577	0.297302	1
21331	1.031938	0.486174	1
8338	4.751212	0.064693	1
5176	3.692269	1.655113	1
18983	10.448091	0.267652	3
68837	10.585786	0.329557	2
13438	1.604501	0.069064	1
48849	3.679497	0.961466	2
12285	3.795146	0.696694	1
7826	2.531885	1.659173	1
5565	9.73334	0.977746	1
10346	6.093067	1.413798	1
1823	7.71296	1.054927	1
9744	11.470364	0.760461	3
16857	2.886529	0.934416	1
39336	10.054373	1.138351	3
65230	9.97247	0.881876	2
2463	2.335785	1.366145	1
27353	11.375155	1.528626	3
16191	0	0.605619	1
12258	4.126787	0.357501	1
42377	6.319522	1.058602	2
25607	8.680527	0.086955	3
77450	14.856391	1.129823	2
58732	2.454285	0.22238	2
46426	7.292202	0.548607	3
32688	8.745137	0.857348	3
64890	8.579001	0.683048	2
8554	2.507302	0.869177	1
28861	11.415476	1.505466	3
42050	4.83854	1.680892	2
32193	10.339507	0.583646	3
64895	6.573742	1.151433	2
2355	6.539397	0.462065	1
0	2.209159	0.723567	1
70406	11.196378	0.836326	2
57399	4.229595	0.128253	2
41732	9.505944	0.005273	3
11429	8.652725	1.348934	3
75270	17.101108	0.490712	2
5459	7.871839	0.717662	1
73520	8.262131	1.361646	2
40279	9.015635	1.658555	3
21540	9.215351	0.806762	3
17694	6.375007	0.033678	1
22329	2.262014	1.022169	2
46570	5.67711	0.709469	2
42403	11.293017	0.207976	3
33654	6.590043	1.353117	2
9171	4.71196	0.194167	1
28122	8.768099	1.108041	3
34095	11.502519	0.545097	3
1774	4.682812	0.578112	1
40131	12.446578	0.300754	3
13994	12.908384	1.657722	3
77064	12.601108	0.974527	2
11210	3.929456	0.025466	1
6122	9.751503	1.18205	3
15341	3.043767	0.888168	1
44373	4.391522	0.8071	2
28454	11.695276	0.679015	3
63771	7.879742	0.154263	2
9217	5.613163	0.933632	1
69076	9.140172	0.8513	2
24489	4.258644	0.206892	2
16871	6.799831	1.221171	1
39776	8.752758	0.484418	3
5901	1.123033	1.180352	1
40987	10.833248	1.585426	3
7479	3.051618	0.026781	1
38768	5.308409	0.030683	3
4933	1.841792	0.028099	1
32311	2.261978	1.605603	2
26501	11.573696	1.061347	3
37433	8.038764	1.08391	3
23503	10.734007	0.103715	3
68607	9.661909	0.350772	2
27742	9.00585	0.548737	3
11303	0	0.539131	1
0	5.75714	1.062373	1
32729	9.164656	1.624565	3
24619	1.31834	1.436243	2
42414	14.075597	0.695934	3
20210	10.10755	1.308398	3
33225	7.960293	1.21976	3
54483	6.317292	0.018209	2
18475	12.664194	0.595653	3
33926	2.906644	0.581657	2
43865	2.388241	0.913938	2
26547	6.024471	0.486215	3
44404	7.226764	1.255329	3
16674	4.183997	1.27529	1
8123	11.850211	1.096981	3
42747	11.661797	1.167935	3
56054	3.574967	0.494666	2
10933	0	0.107475	1
18121	7.937657	0.904799	3
11272	3.365027	1.014085	1
16297	0	0.367491	1
28168	13.860672	1.29327	3
40963	10.306714	1.211594	3
31685	7.228002	0.67067	3
55164	4.50874	1.036192	2
17595	0.366328	0.163652	1
1862	3.299444	0.575152	1
57087	0.573287	0.607915	2
63082	9.183738	0.01228	2
51213	7.842646	1.060636	3
6487	4.750964	0.55824	1
4805	11.438702	1.556334	3
30302	8.243063	1.122768	3
68680	7.949017	0.271865	2
17591	7.875477	0.227085	1
74391	9.569087	0.364856	2
37217	7.750103	0.869094	3
42814	0	1.515293	2
14738	3.39603	0.633977	1
19896	11.916091	0.025294	3
14673	0.460758	0.689586	1
32011	13.087566	0.476002	3
58736	4.589016	1.6726	2
54744	8.397217	1.534103	2
29482	5.562772	1.689388	2
27698	10.905159	0.619091	3
11443	1.311441	1.169887	1
56117	10.64717	0.980141	3
39514	0	0.481918	2
26627	8.503025	0.830861	3
16525	0.43688	1.395314	1
24368	6.127867	1.102179	2
22160	12.112492	0.35968	3
6030	1.264968	1.141582	1
6468	6.067568	1.327047	1
22945	8.010964	1.681648	3
18520	3.791084	0.304072	1
34914	11.773195	1.262621	3
6121	8.339588	1.443357	1
